,word,year,count,language,Rank
6369,arbitrio,1800,584,italian,1229.0
6368,arbitrio,1800,1901,spanish,1758.0
8885,arbitro,1820,818,italian,5000.0
8884,arbitro,1899,3652,spanish,4090.0
14098,arc,1800,10567,english,820.0
14099,arc,1800,6603,french,1835.0
5772,arca,1800,914,spanish,3706.0
5773,arca,1814,498,italian,2223.0
2591,arch,1800,2955,english,3297.0
2592,arch,1802,304,italian,4392.0
2593,arch,1861,20981,french,3804.0
6970,archers,1808,3656,english,4391.0
6971,archers,1826,8961,french,4564.0
4454,architecture,1800,3390,english,2933.0
4456,architecture,1800,3147,french,3801.0
4455,architecture,1982,10556,italian,4826.0
10347,archiv,1803,457,german,3576.0
10346,archiv,1828,1120,italian,3002.0
10826,archive,1810,310,spanish,1917.0
10827,archive,1994,15741,german,4966.0
6465,archives,1806,2744,french,4345.0
6464,archives,1856,22511,english,3919.0
5599,arco,1800,614,italian,1166.0
5598,arco,1800,1176,spanish,2910.0
13024,ardent,1800,2660,english,3618.0
13025,ardent,1800,3177,french,3765.0
9096,ardente,1800,232,italian,3457.0
9097,ardente,1842,8796,french,4898.0
6034,ardor,1800,2366,spanish,1372.0
6035,ardor,1806,346,italian,4913.0
3233,area,1801,3645,english,3841.0
3235,area,1802,372,italian,3556.0
3234,area,1967,19811,spanish,4926.0
6356,arena,1800,1848,spanish,1815.0
6357,arena,1802,292,italian,4594.0
4186,argent,1800,33006,french,204.0
4185,argent,1805,715,italian,2084.0
4184,argent,1818,2052,spanish,1048.0
12687,argenti,1803,620,italian,3180.0
12686,argenti,1818,830,spanish,2936.0
3642,argentina,1815,294,spanish,4121.0
3643,argentina,1900,3940,italian,4655.0
3641,argentina,1941,30792,english,4769.0
12499,argento,1800,852,italian,728.0
12498,argento,1818,564,spanish,4322.0
3878,argument,1800,8817,english,1038.0
3880,argument,1813,3020,french,4074.0
3879,argument,1839,2560,german,4341.0
9723,argumentation,1958,13994,french,3940.0
9722,argumentation,1964,11860,german,4768.0
13536,arguments,1800,6718,english,1416.0
13537,arguments,1840,11366,french,4134.0
11603,ariete,1803,462,italian,4250.0
11602,ariete,1833,2108,spanish,1591.0
9086,ariosto,1800,246,italian,3274.0
9087,ariosto,1809,638,german,2308.0
9773,aristote,1800,3660,french,3345.0
9772,aristote,1815,517,german,3294.0
10805,aristoteles,1800,350,german,3076.0
10804,aristoteles,1806,566,spanish,3841.0
13848,arm,1800,8061,english,1159.0
13849,arm,1800,688,german,1514.0
11237,arma,1800,167,italian,4845.0
11236,arma,1800,684,spanish,4855.0
10798,armamento,1808,338,spanish,4553.0
10799,armamento,1827,1204,italian,4714.0
9829,armand,1804,5019,french,2961.0
9828,armand,1858,6238,german,2991.0
3660,armature,1800,208,italian,3886.0
3659,armature,1891,29004,english,3906.0
3661,armature,1891,13149,french,4365.0
3003,arme,1800,1056,german,876.0
3002,arme,1800,451,italian,1677.0
3004,arme,1800,3244,french,3691.0
9558,armee,1800,820,german,1231.0
9559,armee,1824,13280,french,3311.0
7124,armenia,1827,8272,english,4055.0
7125,armenia,1829,1580,italian,2748.0
8101,armistice,1814,3168,french,3573.0
8100,armistice,1919,42407,english,3720.0
11566,arnaldo,1802,2698,spanish,1046.0
11567,arnaldo,1882,3249,italian,4923.0
4746,arnold,1809,966,italian,2063.0
4747,arnold,1814,452,german,2995.0
4745,arnold,1835,9924,english,4614.0
14278,arrangement,1800,4042,english,2468.0
14279,arrangement,1800,3478,french,3470.0
7964,arrangements,1803,2584,english,4956.0
7965,arrangements,1929,10101,french,4962.0
11340,arras,1802,856,spanish,3805.0
11341,arras,1837,8554,french,4650.0
12858,arrest,1800,2196,english,4198.0
12859,arrest,1816,416,german,4743.0
12341,arresto,1800,336,italian,2341.0
12340,arresto,1810,116,spanish,4924.0
8333,arriva,1800,5857,french,2096.0
8332,arriva,1800,208,italian,3887.0
14203,arrive,1800,17870,french,537.0
14202,arrive,1800,4084,english,2449.0
8453,arrondissement,1800,4784,french,2576.0
8452,arrondissement,1810,957,italian,1427.0
8479,arrête,1800,6984,french,1713.0
8478,arrête,1809,559,italian,3713.0
8685,arrêté,1800,20724,french,429.0
8684,arrêté,1809,1018,italian,1960.0
7755,arsenic,1800,2527,french,4593.0
7754,arsenic,1804,3391,english,4382.0
208,art,1800,14718,german,3.0
209,art,1800,53132,french,84.0
205,art,1800,27675,english,179.0
206,art,1800,2704,spanish,1153.0
207,art,1800,395,italian,1972.0
5321,arte,1800,1942,italian,182.0
5320,arte,1800,8672,spanish,191.0
3392,arteria,1800,3640,spanish,767.0
3393,arteria,1800,178,italian,4548.0
3394,arteria,1808,426,german,4243.0
7543,arterial,1802,770,spanish,4196.0
7542,arterial,1982,143328,english,4735.0
9190,arterie,1800,896,italian,673.0
9191,arterie,1807,802,german,1829.0
2606,arthur,1801,2610,english,4966.0
2608,arthur,1898,13284,french,4904.0
2607,arthur,1904,10704,german,4749.0
10834,artic,1810,249,spanish,2393.0
10835,artic,1836,1282,italian,3523.0
454,article,1800,30714,french,238.0
450,article,1800,10692,english,809.0
451,article,1801,1161,spanish,2292.0
452,article,1809,642,italian,3193.0
453,article,1956,14878,german,2277.0
4487,articles,1800,12934,english,618.0
4489,articles,1800,13552,french,748.0
4488,articles,1810,634,italian,2316.0
6290,articulo,1800,2014,spanish,1649.0
6291,articulo,1804,877,italian,4512.0
7841,artifice,1800,2310,french,4990.0
7840,artifice,1804,3227,english,4569.0
12982,artificial,1800,3416,english,2906.0
12983,artificial,1800,760,spanish,4421.0
6120,artificio,1800,2842,spanish,1088.0
6121,artificio,1801,128,italian,3091.0
9548,artikel,1800,1370,german,614.0
9549,artikel,1926,10414,french,4427.0
9523,artillerie,1800,9688,french,1164.0
9522,artillerie,1800,317,german,3391.0
12533,artista,1806,550,italian,3096.0
12532,artista,1822,732,spanish,4762.0
4651,arts,1800,24018,french,345.0
4649,arts,1800,13229,english,604.0
4650,arts,1838,750,spanish,3827.0
12374,arturo,1810,144,spanish,4072.0
12375,arturo,1910,3318,italian,4071.0
4245,ascension,1811,200,spanish,3777.0
4244,ascension,1821,6492,english,3742.0
4246,ascension,1874,9032,french,4821.0
3203,asia,1800,6318,english,1519.0
3204,asia,1800,2010,spanish,1654.0
3205,asia,1800,222,italian,3618.0
5850,asilo,1800,1032,spanish,3288.0
5851,asilo,1800,220,italian,3657.0
12765,aspect,1800,8342,french,1399.0
12764,aspect,1800,3052,english,3216.0
7892,aspects,1892,24504,english,4898.0
7893,aspects,1904,15308,french,4702.0
7701,aspirations,1863,14150,french,4924.0
7700,aspirations,1970,110429,english,4967.0
4463,ass,1814,4172,english,4859.0
4465,ass,1942,13170,french,1165.0
4464,ass,1952,4377,italian,4758.0
8677,assemblee,1801,3707,french,4585.0
8676,assemblee,1809,682,italian,3005.0
13364,assertion,1800,2878,english,3369.0
13365,assertion,1800,3105,french,3845.0
5386,assi,1800,15466,spanish,67.0
5387,assi,1801,96,italian,4092.0
9410,assimilation,1806,706,german,3606.0
9411,assimilation,1891,12696,french,4488.0
8639,assise,1804,2902,french,4853.0
8638,assise,1805,320,italian,4795.0
12762,assistance,1800,12775,english,631.0
12763,assistance,1807,3106,french,4486.0
7582,assistant,1802,2590,english,4676.0
7583,assistant,1973,17231,french,4993.0
9457,assiste,1970,21228,french,4912.0
9456,assiste,2003,22784,italian,4831.0
4664,association,1800,3708,english,2696.0
4666,association,1800,2936,french,4049.0
4665,association,1807,467,german,3199.0
14218,associations,1801,3604,english,3872.0
14219,associations,1834,13782,french,2902.0
13108,assume,1800,3357,english,2966.0
13109,assume,1865,2776,italian,4816.0
14102,assurance,1800,3242,english,3070.0
14103,assurance,1800,2532,french,4579.0
5242,assurances,1802,2866,english,4319.0
5243,assurances,1827,10762,french,3624.0
13545,assure,1800,6984,french,1714.0
13544,assure,1800,2828,english,3422.0
12207,asta,1802,292,italian,4595.0
12206,asta,1811,154,spanish,4761.0
11343,astenia,1801,81,italian,4800.0
11342,astenia,1802,746,spanish,4359.0
11064,astro,1801,1426,spanish,1844.0
11065,astro,1806,392,italian,4357.0
9331,astronomie,1802,9678,french,1583.0
9330,astronomie,1802,625,german,2981.0
11038,astros,1801,902,spanish,2968.0
11039,astros,1853,10193,french,4638.0
11885,asy,1823,1184,italian,3983.0
11884,asy,1866,8100,spanish,1514.0
12013,ateneo,1812,406,italian,2697.0
12012,ateneo,1878,2598,spanish,4605.0
10858,atlas,1809,148,spanish,4250.0
10859,atlas,1811,3459,french,3948.0
11423,atmosfera,1800,398,italian,1948.0
11422,atmosfera,1802,720,spanish,4499.0
6952,atom,1808,3289,english,4764.0
6953,atom,1813,486,german,2477.0
9841,atome,1833,11600,french,2750.0
9840,atome,1841,2513,german,4036.0
557,atque,1800,294,italian,2724.0
556,atque,1801,939,spanish,2866.0
555,atque,1805,3416,english,4309.0
558,atque,1821,643,german,4641.0
559,atque,1835,8589,french,4611.0
9764,atrophie,1858,4008,german,4603.0
9765,atrophie,1866,16495,french,4483.0
13812,attend,1800,9246,english,973.0
13813,attend,1800,2790,french,4240.0
5589,attendant,1800,4004,french,3053.0
5588,attendant,1801,2810,english,4708.0
14042,attention,1800,26782,english,195.0
14043,attention,1800,32621,french,209.0
10343,attila,1806,638,german,3980.0
10342,attila,1827,1574,italian,3599.0
6401,attitude,1800,2446,french,4737.0
6400,attitude,1848,12288,english,4847.0
8028,attitudes,1926,29494,english,4707.0
8029,attitudes,1943,4642,french,3827.0
13013,attraction,1800,6906,french,1737.0
13012,attraction,1800,2158,english,4281.0
9837,attribut,1803,4718,french,3729.0
9836,attribut,1841,2169,german,4663.0
13488,attribute,1800,1940,english,4667.0
13489,attribute,1805,419,german,4468.0
11868,aubry,1828,1117,spanish,3324.0
11869,aubry,1887,12728,french,4517.0
13518,aud,1800,5425,english,1779.0
13519,aud,1857,2494,spanish,4215.0
12269,audacia,1801,78,italian,4925.0
12268,audacia,1814,386,spanish,4095.0
13638,audience,1800,4322,english,2302.0
13639,audience,1803,5168,french,3431.0
5417,audit,1806,5572,french,2202.0
5416,audit,2003,405889,english,4784.0
11645,aug,1824,802,german,4525.0
11644,aug,1832,1706,spanish,2175.0
8803,auge,1800,1298,german,666.0
8802,auge,1971,22266,spanish,4851.0
12913,august,1800,914,german,1075.0
12912,august,1800,7097,english,1333.0
10797,augusta,1800,186,italian,4354.0
10796,augusta,1808,342,spanish,4497.0
2714,augustin,1800,824,spanish,4082.0
2715,augustin,1802,763,german,2419.0
2716,augustin,1804,4029,french,3628.0
6199,augusto,1800,496,italian,1492.0
6198,augusto,1800,1706,spanish,1987.0
13432,augustus,1800,3707,english,2698.0
13433,augustus,1816,538,german,3689.0
9163,aula,1876,2716,italian,4253.0
9162,aula,2000,50256,spanish,4877.0
6006,aumenta,1800,2458,spanish,1297.0
6007,aumenta,1801,136,italian,2927.0
11182,aumentando,1800,756,spanish,4440.0
11183,aumentando,1904,4328,italian,4979.0
5974,aumento,1800,2578,spanish,1218.0
5975,aumento,1800,268,italian,3000.0
8945,aureliano,1820,1532,italian,2675.0
8944,aureliano,1918,4916,spanish,4806.0
11935,aurelio,1814,238,italian,4814.0
11934,aurelio,1864,3410,spanish,4196.0
12682,auri,1818,978,spanish,2469.0
12683,auri,1881,5325,italian,2882.0
12185,aurora,1802,406,italian,3255.0
12184,aurora,1812,400,spanish,2636.0
8394,aurore,1802,388,italian,3406.0
8395,aurore,1804,2947,french,4791.0
4853,australia,1852,19878,english,3810.0
4854,australia,1884,5304,spanish,2832.0
4855,australia,1942,3526,italian,3917.0
2586,austria,1800,2036,spanish,1631.0
2587,austria,1800,434,italian,1756.0
2585,austria,1800,4412,english,2247.0
10269,austro,1914,11343,french,4203.0
10268,austro,1915,5832,italian,2196.0
587,aut,1800,467,italian,1600.0
586,aut,1800,1202,spanish,2838.0
588,aut,1802,703,german,2636.0
589,aut,1804,3042,french,4647.0
585,aut,1805,3358,english,4377.0
8637,autant,1800,67490,french,47.0
8636,autant,1805,321,italian,4790.0
1227,autem,1800,258,italian,3135.0
1226,autem,1800,794,spanish,4259.0
1228,autem,1807,689,german,2169.0
1229,autem,1810,3422,french,4464.0
8705,auteur,1800,40784,french,143.0
8704,auteur,1808,540,italian,3823.0
13646,author,1800,35160,english,118.0
13647,author,1936,3538,italian,4523.0
1090,auto,1800,940,spanish,3611.0
1093,auto,1915,5034,french,4963.0
1092,auto,1946,2268,german,4759.0
1091,auto,1972,10480,italian,4852.0
8081,automobile,1907,15691,french,4642.0
8080,automobile,1911,36348,english,4842.0
7479,automobiles,1907,15180,french,4776.0
7478,automobiles,1941,29872,english,4888.0
9473,autonome,1923,9679,french,4936.0
9472,autonome,1979,10963,italian,4871.0
9528,autonomie,1800,240,german,4391.0
9529,autonomie,1897,13986,french,4505.0
4940,autor,1800,11258,spanish,123.0
4941,autor,1802,490,italian,2656.0
4942,autor,1838,2806,german,4505.0
5546,autos,1800,1278,spanish,2669.0
5547,autos,2008,40534,german,4716.0
10383,autriche,1800,7161,french,1671.0
10382,autriche,1859,2042,italian,4677.0
2517,av,1809,464,italian,4473.0
2518,av,1944,5795,french,2804.0
2516,av,1945,44587,english,3067.0
7109,ava,1800,253,german,4188.0
7108,ava,1827,6401,english,4995.0
10871,avance,1800,8474,french,1369.0
10870,avance,1809,150,spanish,4200.0
8799,avances,1801,3967,french,4318.0
8798,avances,1970,21364,spanish,4960.0
14268,avarice,1800,2350,english,3996.0
14269,avarice,1804,2889,french,4875.0
3352,ave,1800,164,italian,4916.0
3351,ave,1800,666,spanish,4968.0
3350,ave,1920,37158,english,4900.0
6647,avenue,1871,5772,french,4702.0
6646,avenue,1871,13967,english,4996.0
3212,aversion,1800,2396,english,3938.0
3213,aversion,1800,694,spanish,4798.0
3214,aversion,1810,2981,french,4983.0
7475,aviation,1911,12914,french,4310.0
7474,aviation,1941,29609,english,4916.0
10562,avila,1805,972,spanish,3950.0
10563,avila,1806,378,italian,4503.0
8575,avis,1800,12840,french,793.0
8574,avis,1810,652,italian,2245.0
10011,avril,1800,7298,french,1644.0
10010,avril,1810,330,italian,4689.0
9323,axe,1800,10992,french,980.0
9322,axe,1804,429,german,3643.0
6627,axes,1810,3431,french,4457.0
6626,axes,1873,15040,english,4896.0
5292,ay,1800,7074,spanish,274.0
5293,ay,1820,12094,french,2444.0
12294,ayala,1813,712,spanish,3658.0
12295,ayala,1886,5198,italian,2907.0
1195,ayres,1800,756,spanish,4441.0
1194,ayres,1808,3248,english,4806.0
1196,ayres,1826,1607,german,2526.0
1197,ayres,1865,15324,french,4942.0
12406,azimut,1811,168,spanish,4417.0
12407,azimut,1814,3728,french,3106.0
3826,azote,1800,9240,french,1247.0
3825,azote,1802,966,spanish,3337.0
3824,azote,1804,3910,english,3922.0
1098,ba,1800,1642,spanish,2054.0
1099,ba,1800,212,italian,3817.0
1101,ba,1807,4305,french,3343.0
1100,ba,1975,18374,german,4298.0
9820,baader,1854,3993,german,4111.0
9821,baader,1942,5105,french,3323.0
6477,baber,1838,962,spanish,3014.0
6476,baber,1854,17817,english,4940.0
11252,babilonia,1800,706,spanish,4745.0
11253,babilonia,1820,1068,italian,3891.0
6788,baby,1868,15039,english,4695.0
6789,baby,2009,44258,german,4053.0
14350,babylon,1800,3282,english,3036.0
14351,babylon,1821,629,german,4739.0
9333,bacchus,1804,3208,french,4436.0
9332,bacchus,1805,609,german,3115.0
3784,bach,1802,797,german,2319.0
3782,bach,1899,36591,english,4357.0
3783,bach,1930,3278,italian,4860.0
7791,bacilli,1884,3063,italian,4664.0
7790,bacilli,1907,44883,english,4188.0
7757,bacillus,1887,4693,german,4734.0
7756,bacillus,1896,45568,english,3181.0
9995,baco,1806,684,german,3726.0
9994,baco,1815,696,italian,2175.0
2178,bacon,1800,1809,english,4914.0
2181,bacon,1800,2346,french,4917.0
2179,bacon,1806,448,spanish,4809.0
2180,bacon,1875,5678,german,3286.0
13476,bad,1800,13665,english,564.0
13477,bad,1803,338,german,4690.0
6651,bade,1838,9852,french,4401.0
6650,bade,1871,14401,english,4882.0
12211,bagages,1806,2388,french,4873.0
12210,bagages,1811,152,spanish,4823.0
9599,bagdad,1915,5761,french,4440.0
9598,bagdad,1926,8576,german,4231.0
9240,bagno,1800,1034,italian,554.0
9241,bagno,1938,9997,french,4324.0
12194,bahia,1812,222,spanish,4536.0
12195,bahia,1828,2889,german,1756.0
11681,bai,1805,474,german,3970.0
11680,bai,1838,803,spanish,3592.0
7251,bail,1801,6557,french,2699.0
7250,bail,1819,5458,english,4163.0
12671,baja,1812,489,italian,2194.0
12670,baja,1816,492,spanish,2545.0
1237,balance,1800,5614,french,2196.0
1234,balance,1800,3392,english,2932.0
1235,balance,1890,3780,spanish,4090.0
1236,balance,2004,31644,german,4923.0
7224,bali,1820,5826,english,4913.0
7225,bali,1835,1060,italian,3940.0
8047,balkan,1915,6418,german,4504.0
8046,balkan,1915,31994,english,4978.0
14176,ball,1800,3318,english,3001.0
14177,ball,2008,41878,german,4586.0
9979,balle,1812,3140,french,4316.0
9978,balle,1814,280,italian,4155.0
12212,ban,1811,150,spanish,4874.0
12213,ban,1831,5525,french,4319.0
8747,banca,1803,1364,italian,1387.0
8746,banca,1951,11422,spanish,4573.0
9007,bancaria,1981,11049,italian,4532.0
9006,bancaria,1983,33966,spanish,4330.0
8827,bancario,1945,2114,italian,4904.0
8826,bancario,1970,21784,spanish,4862.0
3971,banco,1801,1262,spanish,2108.0
3972,banco,1803,1678,italian,1098.0
3973,banco,1808,367,german,4840.0
13269,band,1800,832,german,1202.0
13268,band,1800,3381,english,2940.0
10853,banda,1800,290,italian,2767.0
10852,banda,1809,174,spanish,3682.0
4926,bande,1800,480,german,2260.0
4927,bande,1800,4265,french,2853.0
4925,bande,1803,704,italian,2828.0
9349,bandes,1800,4699,french,2612.0
9348,bandes,1801,345,german,4071.0
10507,bando,1800,170,italian,4732.0
10506,bando,1805,1722,spanish,2256.0
12743,bank,1800,795,german,1278.0
12742,bank,1800,7199,english,1317.0
820,bar,1800,4676,english,2097.0
823,bar,1800,318,german,3376.0
824,bar,1814,2350,french,4703.0
822,bar,1987,11148,italian,4983.0
821,bar,2001,51560,spanish,4680.0
11530,barba,1802,1564,spanish,2044.0
11531,barba,1810,413,italian,3723.0
3915,barbara,1800,182,italian,4450.0
3914,barbara,1977,126954,english,4723.0
3916,barbara,1990,15581,german,4841.0
8157,barbare,1800,3604,french,3379.0
8156,barbare,1803,558,italian,3551.0
5059,barbarie,1800,4199,french,2899.0
5058,barbarie,1800,174,italian,4646.0
5057,barbarie,1811,202,spanish,3748.0
11369,barca,1800,248,italian,3252.0
11368,barca,1802,894,spanish,3627.0
6008,barcelona,1800,2458,spanish,1298.0
6009,barcelona,1845,3622,italian,2867.0
7050,bard,1806,3450,english,4408.0
7051,bard,1828,788,spanish,4627.0
8701,barite,1800,2481,french,4670.0
8700,barite,1808,516,italian,3993.0
915,baron,1800,3827,english,2604.0
918,baron,1800,315,german,3411.0
916,baron,1800,940,spanish,3612.0
919,baron,1800,3190,french,3749.0
917,baron,1801,208,italian,1848.0
14070,barons,1800,4758,english,2060.0
14071,barons,1814,2615,french,4292.0
11078,barra,1801,1200,spanish,2216.0
11079,barra,1835,852,italian,4823.0
11050,barras,1801,976,spanish,2746.0
11051,barras,1829,12644,french,3513.0
7972,bart,1803,2566,english,4981.0
7973,bart,1893,3458,italian,4053.0
11836,bartolo,1830,3986,spanish,904.0
11837,bartolo,1850,2452,italian,3609.0
5640,basa,1800,1440,spanish,2342.0
5641,basa,1980,10500,italian,4841.0
4798,basalte,1802,3894,french,3963.0
4796,basalte,1806,476,italian,3594.0
4797,basalte,1832,2251,german,2673.0
59,base,1800,30970,french,230.0
57,base,1800,834,italian,748.0
56,base,1800,2622,spanish,1196.0
55,base,1800,6078,english,1570.0
58,base,1821,912,german,3327.0
3226,bases,1800,9911,french,1133.0
3225,bases,1801,548,spanish,4845.0
3224,bases,1804,5218,english,3077.0
11617,basilio,1827,1238,italian,4590.0
11616,basilio,1834,912,spanish,3908.0
13218,basis,1800,3834,english,2595.0
13219,basis,1801,646,german,2179.0
10193,bassano,1815,2842,french,4619.0
10192,bassano,1884,4596,italian,3124.0
4867,basse,1800,7551,french,1565.0
